DISPATCH LOCATION NAME,FPU,CALLBACK DELAY,LATITUDE,LONGITUDE,,
Miramonte CDF,CA_CA_007,60,36.673,-119.085,,
Mt. Buillion CDF,CA_CA_007,60,37.528,-120.058,,
Mt. Knight Station (temporary),CA_CA_007,60,38.022,-120.2764,,
Mt. Rest Station,CA_CA_007,60,37.05399,-119.37013,,
Murphys CDF,CA_CA_007,0,38.144,-120.4499,,
North Fork Station,CA_CA_007,60,37.23116,-119.50921,,
Piedra CDF,CA_CA_007,0,36.813,-119.382,,
Pinecrest Station,CA_CA_007,60,38.19113,-120.0059,,
Rancheria CDF,CA_CA_007,0,37.207,-119.569,,
Riverside,CA_CA_007,60,37.984,-120.203,,
San Andreas CDF,CA_CA_007,0,38.1542,-120.6767,,
San Luis Shop,CA_CA_007,60,37.18056,-120.79583,,
Shaver CDF,CA_CA_007,0,37.103,-119.307,,
SJR Shop,CA_CA_007,60,37.615,-121.21305,,
Skull Creek CDF,CA_CA_007,0,38.242,-120.208,,
Sonora CDF,CA_CA_007,0,37.982,-120.394,,
Strawberry Workcenter,CA_CA_007,60,38.1882,-120.0253,,
Trimmer Workcenter,CA_CA_007,60,36.9095,-119.30509,,
Twain Harte CDF,CA_CA_007,0,38.04,-120.233,,
Usona CDF,CA_CA_007,0,37.468,-119.788,,
Vallecito CDF,CA_CA_007,60,38.112,-120.493,,
Valley Springs CDF,CA_CA_007,0,38.1705,-120.8074,,
Wawona Station,CA_CA_007,60,37.53917,-119.65131,,
Westfall Station,CA_CA_007,60,37.44994,-119.64099,,
Yosemite Valley,CA_CA_007,60,37.75025,-119.58853,,
Yosemite West,CA_CA_007,60,37.6484,-119.7027,,
Arvin,CA_CA_008,60,35.2109565,-118.8334222,,
Ash Mountain Helibase,CA_CA_008,30,36.48943326,-118.829572,,
Badger Station,CA_CA_008,60,36.6503,-119.0111,,
Bear Creek,CA_CA_008,60,36.1872466,-118.7980346,,
Blackrock Workcenter,CA_CA_008,30,36.09634692,-118.261953,,
Cedar Grove Station,CA_CA_008,30,36.79040433,-118.674723,,
Chimney Peak,CA_CA_008,30,35.8469944,-118.010916,,
Democrat Station,CA_CA_008,30,35.52996127,-118.62902,,
Edison,CA_CA_008,60,35.34744308,-118.8726829,,
Fountain Springs,CA_CA_008,60,35.8987229,-118.9198792,,
Fresno AirBase,CA_CA_008,30,36.775,-119.716666,,
Grant Grove Station,CA_CA_008,30,36.74680902,-118.967908,,
Hammond Station,CA_CA_008,30,36.46652309,-118.856529,,
Havilah Workcenter,CA_CA_008,30,35.50936493,-118.516152,,
Hot Springs Station,CA_CA_008,30,35.88651278,-118.645839,,
Inyokern,CA_CA_008,60,35.65245669,-117.8244019,,
Johnsondale Station,CA_CA_008,30,35.97211868,-118.542228,,
Kennedy Meadows,CA_CA_008,60,35.98931598,-118.095687,,
Kernville Heliport,CA_CA_008,30,35.72808322,-118.416548,,
Kernville Workcenter,CA_CA_008,30,35.75776381,-118.416048,,
Lake Isabella Station,CA_CA_008,60,35.60738028,-118.485656,,
Lakeshore Station,CA_CA_008,30,36.79729557,-118.90032,,
Lancaster AirBase (FOX),CA_CA_008,30,34.74,-118.216667,,
Mineral King,CA_CA_008,30,36.465444,-118.6428,,
Mojave,CA_CA_008,60,35.04694093,-118.1668362,,
Niles,CA_CA_008,60,35.37680261,-118.9317316,,
Peppermint Workcenter,CA_CA_008,30,36.07540445,-118.544242,,
Piedra,CA_CA_008,60,36.8146409,-119.3847325,,
Pine Mtn.,CA_CA_008,60,35.8689701,-118.6369282,,
Pinehurst Workcenter,CA_CA_008,30,36.69925922,-119.015197,,
Porterville AAB,CA_CA_008,30,36.03006137,-119.079688,,
Porterville Station,CA_CA_008,60,36.06734166,-119.014703,,
San Bernardino AirBase,CA_CA_008,30,34.0905205,-117.243384,,
Santa Barbara AirBase,CA_CA_008,30,34.426667,-119.873333,,
Scicon Station,CA_CA_008,30,36.21422188,-118.757365,,
South Fork Station,CA_CA_008,30,35.73,-118.13,,
South Lake,CA_CA_008,60,35.64703832,-118.360657,,
Springville Work Station,CA_CA_008,30,36.13519991,-118.84114,,
Squaw Valley,CA_CA_008,60,36.7542519,-119.2222841,,
Summit Station,CA_CA_008,30,35.73968572,-118.559774,,
Tehachapi,CA_CA_008,60,35.12401659,-118.4497784,,
Three Rivers Station,CA_CA_008,60,36.44025307,-118.901923,,
Tule River Station,CA_CA_008,30,36.01750179,-118.776309,,
Woodlake,CA_CA_008,60,36.4353927,-119.1077795,,
Benton,CA_CA_009,15,37.8186,-118.4767,,
"Bishop, Station 3",CA_CA_009,15,37.368771,-118.393672,,
Crestview,CA_CA_009,15,37.73993228,-119.000976,,
Gull Lake,CA_CA_009,30,37.77375082,-119.088178,,
Independence Helitack Base,CA_CA_009,120,36.80919242,-118.202628,,
"Independence, Sta. 59",CA_CA_009,1,36.8018,-118.1981,,
"Lee Vining, Station 1",CA_CA_009,15,37.93856588,-119.128282,,
"Lone Pine, Station 4",CA_CA_009,15,36.60199337,-118.05892,,
"Mammoth Lakes, Station 2",CA_CA_009,15,37.64843485,-118.964967,,
Mono Basin,CA_CA_009,15,38.039005,-119.169275,,
"Owens Valley Camp, Sta. 58",CA_CA_009,1,37.3898,-118.5516,,
Rock Creek,CA_CA_009,15,37.55884203,-118.678058,,
Topaz Station,CA_CA_009,15,38.64289166,-119.528911,,
BEU_Antelope FFS,CA_CA_010,20,36.6388,-121.0288,,
BEU_Bear Valley FSS,CA_CA_010,20,36.5697,-121.1928,,
BEU_Bear Valley HB,CA_CA_010,20,36.5375,-121.1895,,
BEU_Beaver Dam FSS,CA_CA_010,20,36.3935,-120.9304,,
FKU_Coalinga FSS,CA_CA_010,20,36.1292,-120.3705,,
Foothill Fire Station (LPF),CA_CA_010,10,34.43055588,-119.845172,,
Fort Hunter Liggett Fire St,CA_CA_010,10,35.9957,-121.2206,,
Gabilan CC (BEU),CA_CA_010,15,36.467,-121.3769,,
Gibraltar Fire Station (LPF),CA_CA_010,10,34.4456,-119.6934,,
Gonzales FSS (BEU),CA_CA_010,15,36.467,-121.3769,,
Headquarters (BBD),CA_CA_010,10,34.43529408,-119.0663,,
Hollister FSS (BEU),CA_CA_010,15,36.8468,-121.3542,,
Hurley FFS (FKU),CA_CA_010,15,37.0176,-119.574,,
King City  (BEU),CA_CA_010,15,36.2056,-121.1274,,
KRN_Fellows FS,CA_CA_010,0,35.1115,-119.3238,,
Los Alamos Fire Station (LPF),CA_CA_010,10,34.7031,-118.8212,,
Los Prietos Fire Station (LPF),CA_CA_010,10,34.545,-119.7918,,
Lost Hills FS (KRN),CA_CA_010,15,35.3725,-119.4048,,
LPF_Apache Saddle Station,CA_CA_010,10,34.8601,-119.213844,,
LPF_Arroyo Grande HB,CA_CA_010,10,35.18714508,-120.435196,,
LPF_Arroyo Seco Station,CA_CA_010,10,36.238935,-121.458438,,
LPF_Big Sur Station,CA_CA_010,10,36.24679317,-121.778365,,
LPF_Casitas Station (HB),CA_CA_010,10,34.41221508,-119.36875,,
LPF_Chuchupate DO (HB),CA_CA_010,10,34.80919854,-119.007735,,
LPF_Figueroa Station,CA_CA_010,10,34.72987439,-120.006777,,
"Midway Station, Taft (BBD)",CA_CA_010,10,35.0852,-119.278,,
MMU_Coarsegold FFS,CA_CA_010,15,37.2501,-119.6996,,
Morgan Hill FSS (SCU),CA_CA_010,15,37.0818,-121.651,,
Naciemento Fire Station (LPF),CA_CA_010,10,36.00632204,-121.445746,,
New Cuyama Fire Station (LPF),CA_CA_010,10,34.9421,-119.678,,
Ojai Fire Station (LPF),CA_CA_010,10,34.44726396,-119.228544,,
Ozena Fire Station (LPF),CA_CA_010,10,34.68593396,-119.35115,,
Pacific Valley Fire St (LPF),CA_CA_010,10,35.93411267,-121.462447,,
Paramount Ranch (SMP),CA_CA_010,10,34.1158,-118.7565,,
Pine Canyon Fire Station (LPF),CA_CA_010,10,35.03169663,-120.197585,,
Pine Mountain FS (KRN),CA_CA_010,0,34.5059,-119.0942,,
PIP_Bear Gulch Station,CA_CA_010,20,36.4814,-121.1088,,
PIP_Chalone Station,CA_CA_010,20,36.4926,-121.2102,,
Porterville Air Attack Base,CA_CA_010,10,36.147,-119.345,,
Pozo Fire Station (LPF),CA_CA_010,10,35.3005633,-120.374192,,
Rancheria FFS (MMU),CA_CA_010,10,37.2059,-119.5721,,
Rancho Sierra Vista (SMP),CA_CA_010,10,34.1544,-118.9647,,
Rincon Fire Station (LPF),CA_CA_010,10,34.40644452,-119.497355,,
San Marcos Fire Station (LPF),CA_CA_010,10,34.509,-119.8362,,
Santa Rosa Island (CNP),CA_CA_010,10,34.0665,-120.249,,
Santa Ynez Heliport & Fire St,CA_CA_010,10,34.6075,-120.006777,,
SCA_Chumash TFD,CA_CA_010,10,34.6094,-120.0858,,
Sespe Fire Station (LPF),CA_CA_010,10,34.40618682,-118.926132,,
Temescal Fire Station (LPF),CA_CA_010,10,34.47230398,-118.764226,,
Wheeler Gorge Fire St (LPF),CA_CA_010,10,34.50861085,-119.270546,,
Apple Valley Fire Station/Heli,CA_CA_011,30,34.59162558,-117.168162,,
Beaumont,CA_CA_011,10,33.9452,-117.0151,,
Black Rock Interagency Fire Ce,CA_CA_011,60,34.07542142,-116.392117,,
Clark Training Center,CA_CA_011,10,33.5254,-117.1532,,
Desert Hot Springs Fire Statio,CA_CA_011,60,33.9615,-116.5013,,
Fenner Canyon CC,CA_CA_011,60,34.4615,-117.7738,,
Hemet Tanker Base,CA_CA_011,30,33.74752,-116.971968,,
Hesperia Valley FFS,CA_CA_011,10,34.4198,-117.3032,,
Hole-in-the-Wall Interagency F,CA_CA_011,60,35.04262978,-115.396034,,
KCFD Inyokern,CA_CA_011,10,35.6525,-117.8217,,
KCFD Ransburg,CA_CA_011,10,35.3693,-117.6578,,
Lucerne Valley Cal Fire,CA_CA_011,10,34.4437,-116.9375,,
Mecca Fire Station,CA_CA_011,10,33.5698,-116.0784,,
North Palm Springs Fire Statio,CA_CA_011,10,33.9249,-116.5452,,
North Shore Cal Fire,CA_CA_011,10,33.5127,-115.9279,,
Olancha Fire Station,CA_CA_011,60,36.25579884,-117.993869,,
Phelan FFS,CA_CA_011,10,34.4192,-117.5637,,
Pinyon Fire Station,CA_CA_011,30,33.5852553,-116.448027,,
Salt Wells Fire Station,CA_CA_011,60,35.619613,-117.594903,,
San Bernardino Tanker Base,CA_CA_011,30,34.0905205,-117.243384,,
Sky Valley Fire Station,CA_CA_011,10,33.917,-116.3892,,
Stove Pipe Wells Work Center,CA_CA_011,60,36.60805556,-117.1525,,
Temecula,CA_CA_011,10,33.487,-117.0633,,
Trona Fire Station,CA_CA_011,60,35.4643,-117.2211,,
Yucca Valley Cal Fire,CA_CA_011,10,34.1237,-116.4091,,
Yucca Valley FFS,CA_CA_011,10,34.1278,-116.4137,,
Acton_80,CA_CA_012,120,34.293,-118.8055,,
Agua_Dulce_81,CA_CA_012,120,34.3115,-118.172,,
Angeles Crest,CA_CA_012,45,34.23344,-118.1873,,
Arcadia,CA_CA_012,45,34.14458677,-118.0344,,
Bear Divide,CA_CA_012,45,34.35672,-118.397,,
Big Pines,CA_CA_012,45,34.37762,-117.6926,,
Big Tujunga,CA_CA_012,45,34.2866,-118.2283,,
Canyon_Country_107,CA_CA_012,120,34.2506,-118.2886,,
Castaic_149,CA_CA_012,120,34.2977,-118.3695,,
Chantry Flat,CA_CA_012,45,34.1966,-118.0233,,
Chilao,CA_CA_012,45,34.32814988,-118.0128,,
Clear Creek,CA_CA_012,45,34.27,-118.1533,,
Crystal Lake,CA_CA_012,45,34.31622153,-117.842294,,
Dalton,CA_CA_012,45,34.155,-117.8366,,
East Fork,CA_CA_012,45,34.235,-117.7633,,
Eaton Canyon,CA_CA_012,45,34.1839,-118.093,,
Gorman_77,CA_CA_012,120,34.4553,-118.478,,
Green Valley,CA_CA_012,45,34.6333,-118.395,,
Green_Valley_157,CA_CA_012,120,34.3706,-118.246,,
LAC_Oak Grove,CA_CA_012,120,34.19660516,-118.172505,,
LAC_Powerhouse,CA_CA_012,120,34.56498998,-118.474216,,
LAC_San Gabriel,CA_CA_012,120,34.23830445,-117.820893,,
Lake_Hughes_78,CA_CA_012,120,34.4045,-118.263,,
Leona_Valley_140,CA_CA_012,120,34.3707,-118.1705,,
Little Tujunga Work Center,CA_CA_012,45,34.29467,-118.3607,,
Los Alamos,CA_CA_012,45,34.7066,-118.825,,
Lower San Antonio,CA_CA_012,45,34.1789,-117.6743,,
Marshall Canyon,CA_CA_012,45,34.1435,-117.7707,,
Mill Creek,CA_CA_012,45,34.38702,-118.0823,,
Monrovia,CA_CA_012,45,34.16455,-118.00008,,
Monte Cristo,CA_CA_012,45,34.32723,-118.1237,,
Newhall_73,CA_CA_012,120,34.2325,-118.3202,,
Oak Flat,CA_CA_012,45,34.59972,-118.7206,,
Palmdale_24,CA_CA_012,120,34.3615,-118.1505,,
Pinon Station,CA_CA_012,45,34.4375,-117.6467,,
Quartz_Hill_84,CA_CA_012,120,34.3883,-118.1313,,
Rincon,CA_CA_012,45,34.2366,-117.8616,,
San Dimas,CA_CA_012,45,34.1666,-117.7666,,
San Fransicquito,CA_CA_012,45,34.5333,-118.5266,,
Santa_Clarita_104,CA_CA_012,120,34.2443,-118.3021,,
Santa_Clarita_108,CA_CA_012,120,34.28,-118.3085,,
Santa_Clarita_123,CA_CA_012,120,34.2428,-118.2516,,
Santa_Clarita_126,CA_CA_012,120,34.2495,-118.332,,
Santa_Clarita_132,CA_CA_012,120,34.3705,-118.1705,,
Saugus_111,CA_CA_012,120,34.2605,-118.172,,
Short Cut,CA_CA_012,45,34.2733,-118.0366,,
Station 81,CA_CA_012,45,34.5203,-118.3006,,
Stevenson_124,CA_CA_012,120,34.2323,-118.3482,,
Texas Canyon,CA_CA_012,45,34.51,-118.45,,
Valencia_76,CA_CA_012,120,34.2633,-118.3663,,
Valyermo,CA_CA_012,45,34.4433,-117.85,,
Van Nuys,CA_CA_012,45,34.2097,-118.4897,,
American_Samoa_HNL,CA_CA_013,60,21.34,-157.919,,
HAVO_FIRE_CACHE,CA_CA_013,60,19.42645833,-155.2548306,,
HILO_Airport,CA_CA_013,60,19.723,-155.04,,
Honaunau,CA_CA_013,60,19.4272,-155.8839,,
Kahuku,CA_CA_013,60,19.0655,-155.6782,,
Kahului,CA_CA_013,60,20.8934,-156.4375,,
KMC,CA_CA_013,60,19.4342,-155.2758,,
ALANDALE FIRE STATION 57,CA_CA_014,60,33.78466667,-116.751,,
ANZA FIRE STATION 53,CA_CA_014,60,33.5525,-116.6708333,,
BANNING  FIRE STATION 35,CA_CA_014,60,33.97033333,-116.9075,,
BIG PINE FLATS FIRE STATION 15,CA_CA_014,60,34.3185,-117.0026667,,
CABAZON FIRE STATION 51,CA_CA_014,60,33.90616667,-117.7755,,
CDF BEAUMONT RRU,CA_CA_014,60,33.92466667,-116.9671667,,
CDF DEVORE BDU,CA_CA_014,60,34.21983333,-117.4021667,,
CDF EAST HIGHLAND BDU,CA_CA_014,60,34.10816667,-117.221,,
CDF LUCERN VALLEY BDU,CA_CA_014,60,34.439,-116.9568333,,
CDF SAGE RRU,CA_CA_014,60,33.5748,-116.9255,,
CDF SAN JACINTO RRU,CA_CA_014,60,33.7845,-116.955,,
CDF YUCIAPA  BDU,CA_CA_014,60,34.05816667,-117.0345,,
CITY CREEK FIRE STATION 38,CA_CA_014,60,34.18616667,-117.1733333,,
CONVERSE FIRE STATION 17,CA_CA_014,60,34.18933333,-116.9756667,,
COTTONWOOD FIRE STATION 14,CA_CA_014,60,34.27516667,-117.3431667,,
CRANSTON FIRE STATION 54,CA_CA_014,60,33.5525,-116.7355,,
DEERLICK FIRE STATION 12,CA_CA_014,60,34.20183333,-117.087,,
DEL ROSA FIRE STATION 30,CA_CA_014,60,34.16733333,-117.2425,,
ETIWANDA FIRE STATION 37,CA_CA_014,60,34.12316667,-117.5211667,,
FAWNSKIN FIRE STATION 16,CA_CA_014,60,34.26716667,-116.8863333,,
HEAPS PEAK HELIBASE,CA_CA_014,0,34.23516667,-117.1391667,,
HEART BAR FIRE STATION 18,CA_CA_014,60,34.1577,-116.7968,,
KEENWILD FIRE STATION 56,CA_CA_014,60,33.7055,-116.717,,
KENWORTHY FIRE STATION 52,CA_CA_014,60,33.60666667,-116.6091667,,
LUCERN VALLEY FIRE STATION 19,CA_CA_014,60,34.439,-116.9568,,
LYTLE CREEK FIRE STATION 31,CA_CA_014,60,34.22666667,-117.4756667,,
MILL CREEK FIRE STATION 34,CA_CA_014,60,34.0735,-117.0406667,,
MORMON ROCKS FIRE STATION 33,CA_CA_014,60,34.31333333,-117.5015,,
MORONGO TFD,CA_CA_014,60,33.957,-116.8291,,
OAK GLEN FIRE STATION 39,CA_CA_014,60,34.04216667,-116.94,,
RAMONA TFD,CA_CA_014,60,33.6055,-116.6937,,
ROCK CAMP FIRE STATION 13,CA_CA_014,60,34.27516667,-117.2081667,,
SAN MANUEL TFD,CA_CA_014,60,33.1504,-117.2225,,
SKYFOREST FIRE STATION 11,CA_CA_014,60,34.23466667,-117.1886667,,
SOBOBA TFD,CA_CA_014,60,33.778,-116.913,,
SYCAMORE FIRE STATION 32,CA_CA_014,60,34.1895,-117.4226667,,
VISTA GRANDE FIRE STATION 51,CA_CA_014,60,33.83566667,-116.8063333,,
WATERMAN FIRE STATION 36,CA_CA_014,60,34.2175,-117.2863333,,
Alpine W.C./ Descanso R.D.,CA_CA_015,30,32.83316,-116.7385,,
Bear Creek Station,CA_CA_015,30,33.78653,-116.9587,,
Cameron Fire Station,CA_CA_015,30,32.72035,-116.4651,,
Case Springs Fire Station,CA_CA_015,30,33.45159,-117.4085,,
CDC Bautista,CA_CA_015,30,33.6422,-116.8072,,
CDC La Cima,CA_CA_015,30,32.954,-116.52,,
CDC McCain,CA_CA_015,30,32.6764,-116.2561,,
CDC Norco,CA_CA_015,30,33.911,-117.578,,
CDC Puerta La Cruz,CA_CA_015,30,33.32,-116.688,,
CDC Rainbow,CA_CA_015,30,33.407,-117.105,,
CDD Pinyon Fire Stn,CA_CA_015,30,33.5845,-116.4421,,
CDF ANZA - BLM FWAs,CA_CA_015,30,33.5526,-116.6709,,
CDF ANZA STA.,CA_CA_015,30,33.5525,-116.6708,,
CDF Beaumont - BLM FWAs,CA_CA_015,30,33.9248,-116.9673,,
CDF Beaumont Station,CA_CA_015,30,33.9247,-116.9672,,
CDF CAMPO - BLM FWAs,CA_CA_015,30,32.6261,-116.4701,,
CDF CAMPO STA.,CA_CA_015,30,32.62598,-116.4701,,
CDF Corona (Station 14),CA_CA_015,30,33.9035,-117.5612,,
CDF CUYAMACA - BLM FWAs,CA_CA_015,30,32.9541,-116.5891,,
CDF CUYAMACA STA.,CA_CA_015,30,32.954,-116.589,,
CDF DELUZ - BLM FWAs,CA_CA_015,30,33.4381,-117.3021,,
CDF DELUZ STA.,CA_CA_015,30,33.438,-117.302,,
CDF DULZURA - BLM FWAs,CA_CA_015,30,32.6484,-116.7839,,
CDF DULZURA STA.,CA_CA_015,30,32.64831,-116.7838,,
CDF ELSINORE - BLM FWAs,CA_CA_015,30,33.6691,-117.3331,,
CDF ELSINORE STA.,CA_CA_015,30,33.669,-117.333,,
CDF Flinn Springs,CA_CA_015,30,32.8569,-116.8569,,
CDF Gillespie Field,CA_CA_015,30,32.8259,-116.9717,,
CDF JULIAN - BLM FWAs,CA_CA_015,30,33.0747,-116.5904,,
CDF JULIAN STA.,CA_CA_015,30,33.07464,-116.5903,,
CDF LAKELAND VILLAGE,CA_CA_015,30,33.637,-117.345,,
CDF LAKELAND VILLAGE - BLM FWA,CA_CA_015,30,33.6371,-117.3451,,
CDF LYONS,CA_CA_015,30,32.694,-116.787,,
CDF LYONS - BLM FWAs,CA_CA_015,30,32.6941,-116.7871,,
CDF Miller,CA_CA_015,30,33.2994,-117.1363,,
CDF MONTE VISTA,CA_CA_015,30,32.763,-116.902,,
CDF MONTE VISTA - BLM FWAs,CA_CA_015,30,32.7631,-116.9021,,
CDF Perris Station,CA_CA_015,30,33.836,-116.8404,,
CDF Perris Station - BLM FWAs,CA_CA_015,30,33.8361,-116.8405,,
CDF POTRERO,CA_CA_015,30,32.60603,-116.6132,,
CDF POTRERO - BLM FWAs,CA_CA_015,30,32.6061,-116.6133,,
"CDF Prado Field",CA_CA_015,30,33.9905,-117.6878,,
CDF RAMONA,CA_CA_015,30,33.0408,-116.8667,,
CDF RAMONA - BLM FWAs,CA_CA_015,30,33.0409,-116.8668,,
CDF RED MOUNTAIN,CA_CA_015,30,33.407,-117.182,,
CDF RED MOUNTAIN - BLM FWAs,CA_CA_015,30,33.4071,-117.1821,,
CDF RINCON,CA_CA_015,30,33.333,-116.97,,
CDF RINCON - BLM FWAs,CA_CA_015,30,33.3331,-116.9701,,
CDF SAGE,CA_CA_015,30,33.5748,-116.9255,,
CDF SAGE - BLM FWAs,CA_CA_015,30,33.5749,-116.9256,,
CDF San Jacinto Station,CA_CA_015,30,33.7845,-116.955,,
CDF San Jacinto Station - BLM,CA_CA_015,30,33.7846,-116.9551,,
CDF San Marcos,CA_CA_015,30,33.1419,-117.1657,,
CDF Temecula (Station 12),CA_CA_015,30,33.4969,-117.1504,,
CDF VALLEY CENTER,CA_CA_015,30,33.23223,-117.0217,,
CDF VALLEY CENTER - BLM FWAs,CA_CA_015,30,33.2323,-117.0218,,
CDF WARNERS,CA_CA_015,30,33.288,-116.634,,
CDF WARNERS - BLM FWAs,CA_CA_015,30,33.2881,-116.6341,,
CDF West Riverside (Station18),CA_CA_015,30,34.0124,-117.4482,,
CDF White Star,CA_CA_015,30,32.6478,-116.3176,,
CDF White Star - BLM FWAs,CA_CA_015,30,32.6479,-116.3177,,
CDF WITCH CREEK,CA_CA_015,30,33.0683,-116.7383,,
CDF WITCH CREEK - BLM FWAs,CA_CA_015,30,33.0684,-116.7384,,
Corona Work Center/Trabuco RD,CA_CA_015,30,33.87372,-117.5527,,
Cottonwood Fire Station,CA_CA_015,30,32.72313,-116.497,,
Descanso Fire Station,CA_CA_015,30,32.85444,-116.625,,
Dripping Springs Fire Station,CA_CA_015,30,33.464,-116.9684,,
El Cariso Fire Station,CA_CA_015,30,33.64863,-117.4138,,
El Cariso Hot Shots,CA_CA_015,30,33.64644,-117.4452,,
FWS Jamul Fire Station,CA_CA_015,30,32.70166667,-116.8683333,,
Glencliff Fire Station,CA_CA_015,30,32.8,-116.5,,
Goose Valley W.C./Palomar RD,CA_CA_015,30,33.07285,-116.8466,,
Hemet Ryan Air Tanker Base,CA_CA_015,30,33.74752,-116.971968,,
Henshaw Fire Station,CA_CA_015,30,33.233,-116.761,,
Japatul Fire Station,CA_CA_015,30,32.742,-116.675,,
Laguna Fire Station,CA_CA_015,30,32.87964,-116.4275,,
Oak Grove Station,CA_CA_015,30,33.38607,-116.793,,
OCFA Cote de Caza Stn 40,CA_CA_015,30,33.5992,-117.5798,,
OCFA San Juan Cap Stn 7,CA_CA_015,30,33.4996,-117.6601,,
OCFA Santa Margarita Stn 45,CA_CA_015,30,33.6368,-117.6041,,
OCFA Silverado Stn 14,CA_CA_015,30,33.7474,-117.6385,,
OCFA Trabuco Stn 18,CA_CA_015,30,33.6587,-117.5918,,
Palomar Fire Station,CA_CA_015,30,33.3605,-116.871,,
Pine Hills Fire Station,CA_CA_015,30,33.017,-116.633,,
Ramona Air Attack Base,CA_CA_015,30,33.03963,-116.9129,,
San Juan Fire Station,CA_CA_015,30,33.59246,-117.5116,,
San Vicente Fire Station,CA_CA_015,30,32.99886,-116.7961,,
SCA Barona TFD,CA_CA_015,30,32.9499,-116.8404,,
SCA Campo RFPD,CA_CA_015,30,32.6771,-116.3556,,
SCA La Jolla VTFD,CA_CA_015,30,33.2887,-116.8677,,
SCA Manzanita TFD,CA_CA_015,30,32.7538,-116.3363,,
SCA Mesa Grande VFTD,CA_CA_015,30,33.1796,-116.7691,,
SCA Pala TFD,CA_CA_015,30,33.3684,-117.0761,,
SCA Pauma TFD,CA_CA_015,30,33.3325,-116.9855,,
SCA Pechanga TFD #1,CA_CA_015,30,33.4479,-117.0855,,
SCA Pechanga TFD #2,CA_CA_015,30,33.4522,-117.1094,,
SCA Rincon TFD,CA_CA_015,30,33.2588,-116.9546,,
SCA San Pasqual TFD,CA_CA_015,30,33.2246,-116.9763,,
SCA Santa Ysabel TFD,CA_CA_015,30,33.1557,-116.6708,,
SCA Sycuan TFD,CA_CA_015,30,33.7909,-116.833,,
SCA Viejas TFD,CA_CA_015,30,33.8552,-116.9546,,
Silverado Fire Station,CA_CA_015,30,33.7418,-117.6582,,
Temescal Fire Station,CA_CA_015,30,33.761,-117.483,,
Trabuco Fire Station,CA_CA_015,30,33.65409,-117.5918,,
"Harper s Ferry, Iowa",EA_IA_001,0,43.20333333,-91.15222222,,
"McGregor, Iowa-Driftless NWR",EA_IA_001,0,43.01833333,-91.1825,,
"McGregor, Iowa-Uppr Miss",EA_IA_001,0,43.01833333,-91.1825,,
"Missouri Valley, Iowa",EA_IA_001,0,41.54583333,-96.02722222,,
"Prairie City, Iowa",EA_IA_001,0,41.59527778,-93.285,,
"Tama, Iowa",EA_IA_001,0,41.96666667,-92.57694444,,
"Titonka, Iowa-IWMD",EA_IA_001,0,43.28416667,-94.11388889,,
"Titonka, Iowa-US NWR",EA_IA_001,0,43.28416667,-94.11388889,,
"Wappello, Iowa",EA_IA_001,0,41.22138889,-91.16888889,,
"West Branch, Iowa",EA_IA_001,0,41.67138889,-91.34666667,,
"Brussels, IL",EA_IL_001,0,38.94506667,-90.55258333,,
"Carrier Mills, IL",EA_IL_001,10,37.684,-88.632,,
Delair Division/Long Island,EA_IL_001,0,39.62416667,-91.07305556,,
Elizabethtown Work Center,EA_IL_001,0,37.455,-88.30055556,,
"Elwood,IL",EA_IL_001,0,41.43,-88.111,,
Forest Supervisors Office,EA_IL_001,0,37.7244,-88.5363,,
"Golconda, IL",EA_IL_001,10,37.367,-88.486,,
"Havana, IL",EA_IL_001,0,40.3545,-89.9982,,
"Jonesboro, IL",EA_IL_001,0,37.45861111,-89.26861111,,
"Marion, IL",EA_IL_001,0,37.71277778,-89.02333333,,
Midewin NTP,EA_IL_001,0,41.3417,-88.1308,,
Murphysboro Work Center,EA_IL_001,0,37.76138889,-89.35055556,,
"Rockwood, IL",EA_IL_001,0,37.74611111,-89.61111111,,
"Thomsom, IL",EA_IL_001,0,41.94,-90.08,,
"Ullin, IL",EA_IL_001,0,37.22416667,-89.25694444,,
"Vienna, IL",EA_IL_001,0,37.33666667,-88.66722222,,
"Wilmington,IL",EA_IL_001,0,41.307,-88.146,,
Bedford S.O./Brownstown Ranger,EA_IN_001,45,38.87111111,-86.51861111,,
Big Oaks NWR - Fire Cache,EA_IN_001,30,38.90948333,-85.37101944,,
Big Oaks NWR - Office,EA_IN_001,20,38.8329,-85.416,,
Hardin Ridge Warehouse,EA_IN_001,90,39.01444444,-86.43666667,,
Hoosier Helibase,EA_IN_001,60,38.01766667,-86.691,,
Indiana Dunes,EA_IN_001,0,41.63302778,-87.08747222,,
Tell City Ranger District,EA_IN_001,45,37.94166667,-86.74583333,,
Bessemer,EA_MI_001,60,46.48480556,-90.05286111,,
Iron River,EA_MI_001,60,46.09877778,-88.62411111,,
Kenton,EA_MI_001,60,46.48586111,-88.89180556,,
Manistique Office,EA_MI_001,60,45.95,-86.23,,
Michigan Agency,EA_MI_001,60,46.7875,-88.48194444,,
Munising District office,EA_MI_001,60,46.40904722,-86.64905833,,
Ontonagon,EA_MI_001,60,46.85116,-89.31342,,
Raco Office,EA_MI_001,60,46.37331667,-84.74131944,,
Rapid River,EA_MI_001,60,45.91798889,-86.97191667,,
Seney NWR,EA_MI_001,30,46.28833333,-85.94638889,,
